Timestamp (h:m:s.ms.us.ns dur),Status,Data(h),ASCII,Parity Error,Stop Bit Error,Information,
="",="",="",="",="",="",="*** Capture Started"
="23:39:46.566.844.180 086.040us",="Tx",="00 01 00 17 16 65 19 ",=".....e.",="",="",=""
="23:40:17.002.556.000 004.029ms",="Tx",="11 00 2A 03 00 03 11 FF ",="..* .....",="",="",=""
="23:40:17.002.642.020 086.020us",="Tx",="00 00 00 25 02 FF 00 00 ",="...%....",="",="",=""
="23:40:17.002.728.040 086.020us",="Tx",="EA 60 00 00 00 13 00 00 ",=".`......",="",="",=""
="23:40:17.002.813.980 085.940us",="Tx",="00 00 FF FF FF 27 B2 A4 ",=".....''..",="",="",=""
="23:40:17.002.899.900 085.920us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="23:40:17.002.985.880 085.980us (Feb-03-2024)",="Tx",="00 01 00 17 16 D1 4B ",="......K",="",="",=""
="23:40:47.439.343.920 004.042ms",="Tx",="11 00 2A 04 00 04 11 FF ",="..* .....",="",="",=""
="23:40:47.439.429.840 085.920us",="Tx",="00 00 00 26 02 FF 00 00 ",="...&....",="",="",=""
="23:40:47.439.515.740 085.900us",="Tx",="EA 60 00 00 00 14 00 00 ",=".`......",="",="",=""
="23:40:47.439.601.600 085.860us",="Tx",="00 00 27 8D 9B 27 B2 AB ",="..''..''..",="",="",=""
="23:40:47.439.687.500 085.900us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="23:40:47.439.773.500 086.000us",="Tx",="00 00 00 17 16 2C 3C ",".....,<",="",="",=""
="23:41:17.877.478.380 006.355ms",="Tx",="11 00 2A 05 00 05 11 FF ",="..* .....",="",="",=""
="23:41:17.877.564.280 085.900us",="Tx",="00 00 00 27 02 FF 00 00 ",="...''....",="",="",=""
="23:41:17.877.650.200 085.920us",="Tx",="EA 60 00 00 00 14 00 00 ",=".`......",="",="",=""
="23:41:17.877.736.060 085.860us",="Tx",="00 00 27 8D 9B 27 B2 AB ",="..''..''..",="",="",=""
="23:41:17.877.821.960 085.900us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="23:41:17.877.907.940 085.980us",="Tx",="00 00 00 17 16 98 6E ",="......n",="",="",=""
="23:41:48.317.149.320 006.070ms",="Tx",="11 00 2A 06 00 06 11 FF ",="..* .....",="",="",=""
="23:41:48.317.235.240 085.920us",="Tx",="00 00 00 28 02 FF 00 00 ",="...(....",="",="",=""
="23:41:48.317.321.140 085.900us",="Tx",="EA 60 00 00 00 15 00 00 ",=".`......",="",="",=""
="23:41:48.317.407.000 085.860us",="Tx",="00 00 27 8D 8D 27 B3 00 ",="..''..''..",="",="",=""
="23:41:48.317.492.880 085.880us (Feb-03-2024)",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="23:41:48.317.578.880 086.000us",="Tx",="00 00 00 17 16 EC 08 ",=".......",="",="",=""
="23:42:18.755.668.320 004.794ms",="Tx",="11 00 2A 07 00 07 11 FF ",="..* .....",="",="",=""
="23:42:18.755.754.300 085.980us",="Tx",="00 00 00 29 02 FF 00 00 ",="...)....",="",="",=""
="23:42:18.755.840.220 085.920us",="Tx",="EA 60 00 00 00 15 00 00 ",=".`......",="",="",=""
