Times,Time,CMD accept cnt.,last accept CMD,last error CMD,_hk_number_,reboot_cnt,mode_status,_sample_rate_,_sci_write_num_,_sci_time_,R1,R2,_seu_count_,_sci_read_num_,CMD err cnt.,RADFET err cnt.,WDT err cnt,SOM Tmp.,RADFET Tmp.
116,"=""15:33:29.657.533.780 086.060us""",6,11,FF,10149,24,FF,60000,2597006,00 00,1.5442230158118029,1.549961751694888,0,00 10 10 00,0,0,117,25,24
117,"=""15:34:30.535.940.340 086.060us""",7,11,FF,10150,24,FF,60000,2597008,00 00,1.544188445113712,1.5499242007642031,0,00 10 10 00,0,0,117,25,24
118,"=""15:35:31.410.806.400 086.080us""",1,11,FF,10151,25,FF,60000,2597009,00 00,0.0,0.0,0,00 10 10 00,0,0,117,25,24
119,"=""15:36:32.291.782.300 086.100us""",2,11,FF,10152,25,FF,60000,2597010,00 00,10.000000596046519,1.549899762856932,0,00 10 10 00,0,1,117,25,24
120,"=""15:37:33.172.022.760 086.080us""",3,11,FF,10153,25,FF,60000,2597011,00 00,1.5441872530206744,1.5498991668104132,0,00 10 10 00,0,0,117,25,24
121,"=""15:38:34.052.848.740 086.100us""",4,11,FF,10154,25,FF,60000,2597012,00 00,1.5441890411602308,1.5498884379730746,0,00 10 10 00,0,0,117,25,24
122,"=""15:39:34.928.088.740 086.060us""",5,11,FF,10155,25,FF,60000,2597013,00 00,1.5442158632535772,1.5499349296015417,0,00 10 10 00,0,0,117,25,24
123,"=""15:40:35.806.414.440 086.040us""",6,11,FF,10156,25,FF,60000,2597014,00 00,1.544222419765284,1.549924796810722,0,00 10 10 00,0,0,117,25,24
124,"=""15:41:36.677.018.840 086.060us""",7,11,FF,10157,25,FF,60000,2597015,00 00,1.5442200355792088,1.549912279833827,0,00 10 10 00,0,0,117,25,24
125,"=""15:42:37.550.173.580 086.020us""",8,11,FF,10158,25,FF,60000,2597016,00 00,1.5441812925554863,1.5499420821597674,0,00 10 10 00,0,0,117,25,24
126,"=""15:43:38.426.925.560 086.040us""",9,11,FF,10159,25,FF,60000,2597017,00 00,1.544228976276991,1.549952214950587,0,00 10 10 00,0,0,117,25,24
127,"=""15:44:39.301.170.680 086.080us""",10,11,FF,10160,25,FF,60000,2597018,00 00,1.5442373209282543,1.5499575793692564,0,00 10 10 00,0,0,117,25,24
128,"=""15:45:40.173.482.220 086.040us""",11,11,FF,10161,25,FF,60000,2597019,00 00,1.5442552023238185,1.5499313533224288,0,00 10 10 00,0,0,117,25,24
129,"=""15:46:41.048.652.520 086.020us""",12,11,FF,10162,25,FF,60000,2597020,00 00,1.544247453719074,1.5499706923926702,0,00 10 10 00,0,0,117,25,24
130,"=""15:47:41.920.740.600 086.020us (Feb-01-2024)""",13,11,FF,10163,25,FF,60000,2597021,00 00,1.5442301683700286,1.5499331414619852,0,00 10 10 00,0,0,117,25,24
131,"=""15:48:42.787.607.680 086.020us""",14,11,FF,10164,25,FF,60000,2597023,00 00,1.544231956509585,1.5499236047176843,0,00 10 10 00,0,0,117,25,24
132,"=""15:49:43.670.515.200 086.020us""",15,11,FF,10165,25,FF,60000,2597024,00 00,1.5442397051143295,1.5499748647183018,0,00 10 10 00,0,0,117,25,24
133,"=""15:50:44.557.245.700 086.000us""",16,11,FF,10166,25,FF,60000,2597025,00 00,1.5442248039513593,1.5499605596018504,0,00 10 10 00,0,0,117,25,24
134,"=""15:51:45.430.641.460 086.040us""",17,11,FF,10167,25,FF,60000,2597026,00 00,1.544234936742179,1.5499396979736921,0,00 10 10 00,0,0,117,25,24
135,"=""15:52:46.300.511.040 086.060us""",18,11,FF,10168,25,FF,60000,2597027,00 00,1.5442450695329988,1.5499438702993238,0,00 10 10 00,0,0,117,25,24
136,"=""15:53:47.157.885.840 086.040us""",19,11,FF,10169,25,FF,60000,2597028,00 00,1.5442397051143295,1.5499224126246467,0,00 10 10 00,0,0,117,25,24
137,"=""15:54:48.041.477.920 086.060us""",20,11,FF,10170,25,FF,60000,2597029,00 00,1.5442277841839533,1.5499534070436247,0,00 10 10 00,0,0,117,25,24
138,"=""15:55:48.927.270.200 086.020us""",21,11,FF,10171,25,FF,60000,2597030,00 00,1.5442397051143295,1.5499468505319178,0,00 10 10 00,0,0,117,25,24
139,"=""15:56:49.813.506.280 086.020us""",22,11,FF,10172,25,FF,60000,2597031,00 00,1.5442021541836446,1.5499444663458426,0,00 10 10 00,0,0,117,25,24
140,"=""15:57:50.683.481.120 086.000us""",23,11,FF,10173,25,FF,60000,2597032,00 00,1.5442158632535772,1.549949234717993,0,00 10 10 00,0,0,117,25,24
141,"=""15:58:51.554.106.240 086.020us""",24,11,FF,10174,25,FF,60000,2597033,00 00,1.5442200355792088,1.5499164521594586,0,00 10 10 00,0,0,117,25,24
142,"=""15:59:52.410.371.960 086.040us""",25,11,FF,10175,25,FF,60000,2597034,00 00,1.5441920213928249,1.5499426782062862,0,00 10 10 00,0,0,117,25,24
143,"=""16:00:53.265.612.540 086.020us""",26,11,FF,10176,25,FF,60000,2597035,00 00,1.5442361288352167,1.5499343335550229,0,00 10 10 00,0,0,117,25,24
144,"=""16:01:54.122.118.240 086.100us""",27,11,FF,10177,25,FF,60000,2597036,00 00,1.5442283802304722,1.5499653279740009,0,00 10 10 00,0,0,117,25,24
145,"=""16:02:54.969.953.660 086.040us""",28,11,FF,10178,25,FF,60000,2597037,00 00,1.5442408972073671,1.549943274252805,0,00 10 10 00,0,0,117,25,24
146,"=""16:03:55.826.371.420 086.040us""",29,11,FF,10179,25,FF,60000,2597038,00 00,1.544231956509585,1.549986785648678,0,00 10 10 00,0,0,117,25,24
147,"=""16:04:56.688.455.280 086.060us (Feb-01-2024)""",30,11,FF,10180,25,FF,60000,2597039,00 00,1.5442277841839533,1.549961751694888,0,00 10 10 00,0,0,117,25,24
148,"=""16:05:57.564.099.160 086.060us""",31,11,FF,10181,25,FF,60000,2597040,00 00,1.5442438774399612,1.5499581754157752,0,00 10 10 00,0,0,117,25,24
149,"=""16:06:58.448.528.920 086.060us""",32,11,FF,10182,25,FF,60000,2597041,00 00,1.5442301683700286,1.5499444663458426,0,00 10 10 00,0,0,117,25,24
150,"=""16:07:59.326.243.340 086.040us""",33,11,FF,10183,25,FF,60000,2597042,00 00,1.5442182474396524,1.549952810997106,0,00 10 10 00,0,0,117,25,24
151,"=""16:09:00.216.455.440 086.060us""",34,11,FF,10184,25,FF,60000,2597044,00 00,1.544225996044397,1.5499760568113394,0,00 10 10 00,0,0,117,25,24
152,"=""16:10:01.105.287.460 086.080us""",1,11,FF,10185,26,FF,60000,2597045,00 00,0.0,0.0,0,00 10 10 00,0,0,117,25,24
153,"=""16:11:01.989.731.940 086.100us""",2,11,FF,10186,26,FF,60000,2597046,00 00,10.000000596046519,1.5499408900667297,0,00 10 10 00,0,1,117,25,24
154,"=""16:12:02.875.863.520 086.100us""",3,11,FF,10187,26,FF,60000,2597047,00 00,1.544195001625419,1.5499045312290824,0,00 10 10 00,0,0,117,25,24
155,"=""16:13:03.761.350.640 086.040us""",4,11,FF,10188,26,FF,60000,2597048,00 00,1.544222419765284,1.549940294020211,0,00 10 10 00,0,0,117,25,24
156,"=""16:14:04.648.060.820 086.060us""",5,11,FF,10189,26,FF,60000,2597049,00 00,1.5441902332532684,1.5499170482059774,0,00 10 10 00,0,0,117,25,24
157,"=""16:15:05.530.130.200 086.040us""",6,11,FF,10190,26,FF,60000,2597050,00 00,1.5441973858114941,1.549915260066421,0,00 10 10 00,0,0,117,25,24
158,"=""16:16:06.399.901.860 086.040us""",7,11,FF,10191,26,FF,60000,2597051,00 00,1.5441872530206744,1.549908703554714,0,00 10 10 00,0,0,117,25,24
159,"=""16:17:07.272.544.840 086.040us""",8,11,FF,10192,26,FF,60000,2597052,00 00,1.5441818886020051,1.549946254485399,0,00 10 10 00,0,0,117,25,24
160,"=""16:18:08.166.200.740 086.100us""",9,11,FF,10193,26,FF,60000,2597053,00 00,1.5442510299981869,1.5499569833227376,0,00 10 10 00,0,0,117,25,24
161,"=""16:19:09.054.841.240 086.040us""",10,11,FF,10194,26,FF,60000,2597054,00 00,1.5441920213928249,1.5499754607648206,0,00 10 10 00,0,0,117,25,24
